system_id,word,ner
1,美國,GPE
1,荷蘭,GPE
1,中國,GPE
1,晶片商,ORG
1,郭妍希,PERSON
1,美國,GPE
1,荷蘭,GPE
1,今年,DATE
1,夏季,DATE
1,中國,GPE
1,北京,GPE
1,路透社,ORG
1,荷蘭,GPE
1,政府,ORG
1,本週五日,DATE
1,艾司摩爾,ORG
1,中國,GPE
1,荷蘭,GPE
1,華盛頓,GPE
1,美國,GPE
1,六,CARDINAL
1,中國,GPE
1,荷蘭,GPE
1,兩個月,DATE
1,美國,GPE
1,月下旬,DATE
1,六家,CARDINAL
1,中國,GPE
1,中芯國際,ORG
1,華盛頓,GPE
1,美國,GPE
1,日本,GPE
1,美國,GPE
1,中國,GPE
1,中國,NORP
1,日本,GPE
1,美國,GPE
1,英國,GPE
1,金融時報,ORG
1,月日,DATE
1,日本,GPE
1,中國,GPE
1,晶片廠,ORG
1,中國,GPE
1,日本,GPE
1,華盛頓,GPE
1,去年,DATE
1,去年月,DATE
1,華盛頓,GPE
1,中國,GPE
1,日本,GPE
2,荷蘭,NORP
2,艾司摩爾,ORG
2,台灣,GPE
2,荷蘭,GPE
2,荷蘭,GPE
3,荷蘭,GPE
3,歐洲,LOC
3,艾斯摩爾,PERSON
3,台積電,ORG
4,電機系,ORG
4,台積電,ORG
4,兩個年,DATE
5,林妤柔,PERSON
5,台積電三星,ORG
5,歐,LOC
5,台積電三星,ORG
5,亞洲,LOC
5,美,NORP
5,台積電,ORG
5,劉德音,PERSON
5,台灣,GPE
5,台積電,ORG
5,台灣,GPE
5,美國,GPE
5,台灣,GPE
5,劉德音,PERSON
5,俄烏戰爭,EVENT
5,台灣,GPE
5,南韓,GPE
5,海力士,ORG
5,亞洲,ORG
5,美,GPE
5,環球晶,ORG
5,徐秀蘭,PERSON
5,歐洲,LOC
5,台灣,GPE
5,日本,GPE
5,南韓,GPE
5,徐秀蘭,PERSON
5,亞洲,LOC
5,亞洲半導體廠,ORG
5,三星台積電,ORG
5,海力士,ORG
5,英特,ORG
5,爾英飛淩,PERSON
5,意法半導體,ORG
5,年前,DATE
5,晶片廠,ORG
5,亞洲,LOC
5,兩,CARDINAL
5,台灣,GPE
5,南韓,GPE
5,歐美,LOC
5,美,GPE
5,歐盟,ORG
5,亞洲,LOC
5,蘋果,ORG
5,微軟,ORG
5,和碩,ORG
5,童子賢,PERSON
5,台灣,GPE
5,台灣,GPE
5,南韓,GPE
5,南韓,GPE
5,南韓,GPE
5,日經,ORG
5,英,GPE
5,歐盟,ORG
5,美國,GPE
5,亞太,LOC
5,英飛凌,ORG
5,歐,LOC
5,美,GPE
5,亞太,LOC
5,徐秀蘭,PERSON
5,英飛凌,ORG
5,台灣,GPE
5,藍白仔,ORG
5,中國,GPE
5,藍白仔,ORG
5,台灣,GPE
5,中國,GPE
6,台灣,GPE
6,台積電,ORG
6,台灣,GPE
6,台積電,ORG
6,三,CARDINAL
6,中文字,LANGUAGE
6,中文字,LANGUAGE
6,中文字,LANGUAGE
6,台積,ORG
6,台灣,NORP
7,荷蘭,GPE
7,荷蘭,GPE
7,德,GPE
7,日本,GPE
7,義大利法國,GPE
7,英國,GPE
7,三,CARDINAL
7,韓國,GPE
7,美國,GPE
7,韓國,GPE
7,立馬照,PERSON
7,中共,ORG
7,荷蘭,GPE
7,日本,GPE
7,日,GPE
8,百視達租片,ORG
8,台積電,ORG
8,兩,CARDINAL
9,這幾年,DATE
9,三,CARDINAL
9,五,CARDINAL
9,這幾年,DATE
9,台灣竹科園區,FAC
9,台積電,ORG
10,美國,GPE
10,美國,GPE
10,台灣,GPE
10,台灣,GPE
10,台積電,ORG
10,台灣大學,ORG
10,杜克大學,ORG
10,台灣,NORP
10,美國公立大學,ORG
11,李淳服,PERSON
11,余弦妙,PERSON
11,李淳,PERSON
11,今日,DATE
11,台美,GPE
11,台,GPE
11,美,GPE
11,李淳,PERSON
11,今天,DATE
11,自由時報,WORK_OF_ART
11,近日,DATE
11,十幾年,DATE
11,李淳,PERSON
11,年前,DATE
11,中國大陸,GPE
11,習近平,PERSON
11,胡錦濤,PERSON
11,中國大陸,GPE
11,中國大陸,GPE
11,這麼多年,DATE
11,中國大陸,GPE
11,中國大陸,GPE
11,中國大陸,GPE
11,兩,CARDINAL
11,李淳,PERSON
11,中國,GPE
11,大陸,GPE
11,中國大陸,GPE
11,台灣,GPE
11,台灣,GPE
11,十年,DATE
11,台,GPE
11,美,GPE
11,李淳,PERSON
11,海關卡個禮拜,DATE
11,蘭花商,PERSON
11,台,GPE
11,美,GPE
11,李淳,PERSON
11,台,GPE
11,美,GPE
11,美國,GPE
11,台,GPE
11,美,GPE
11,台,GPE
11,美,GPE
11,台灣,GPE
11,美國,GPE
11,台灣,GPE
11,美,GPE
11,台積電,ORG
11,美,GPE
11,美國,GPE
12,新疆,GPE
12,台灣,GPE
12,中國,GPE
12,特區,LOC
12,蘇澳港,FAC
12,高雄,GPE
12,左營港,LOC
12,東沙,LOC
12,解放軍,ORG
12,台灣生產建設兵團,ORG
12,萬武警,PERSON
12,台灣,GPE
12,三,CARDINAL
12,五,CARDINAL
12,台,GPE
12,數十萬,CARDINAL
12,新疆,GPE
12,新疆,GPE
12,數十萬,CARDINAL
12,共產黨,ORG
12,台灣,GPE
12,共產黨,ORG
12,台積電,ORG
12,美國,GPE
13,萬年,DATE
13,台積電,ORG
13,幹勒,PERSON
13,三重,GPE
13,三重,GPE
13,若干年前,DATE
13,賴,PERSON
14,台積電,ORG
14,去年,DATE
14,洪友芳,PERSON
14,新竹,GPE
14,龍頭廠台積電,ORG
14,去年,DATE
14,台積電,ORG
14,台積電,ORG
14,去年,DATE
14,億度,QUANTITY
14,前年,DATE
14,億度,QUANTITY
14,億度,QUANTITY
14,億度,QUANTITY
14,台積電,ORG
14,去年,DATE
14,達兆元,PERSON
14,台積電,ORG
14,去年,DATE
14,今年,DATE
14,台積電,ORG
14,去年,DATE
14,台積公司,ORG
14,億度,QUANTITY
14,台灣,GPE
14,南京廠美國子公司封測廠,ORG
14,台積電,ORG
14,節能減碳委員會,ORG
14,五,CARDINAL
14,去年,DATE
14,億度,QUANTITY
14,第年,DATE
14,台積電,ORG
14,去年,DATE
14,億度,QUANTITY
14,台積電,ORG
14,劉德音,PERSON
14,台積電,ORG
14,綠電,ORG
14,台灣,GPE
14,台灣,GPE
14,台積電,ORG
14,台積電,ORG
14,去年,DATE
14,億度,QUANTITY
15,能源局,ORG
15,能源局,ORG
15,去年,DATE
15,去年,DATE
15,全年,DATE
15,前年年,DATE
15,去年,DATE
15,六個月,DATE
15,去年,DATE
15,億度,QUANTITY
15,今年,DATE
15,台積電,ORG
15,今年,DATE
15,台電,ORG
15,台積電,ORG
15,黨,ORG
16,左營楠梓,GPE
16,經濟日報,ORG
16,游智文,PERSON
16,台北市,GPE
16,個月,DATE
16,下半年,DATE
16,高雄楠梓區,GPE
16,月年,DATE
16,去年,DATE
16,清華,ORG
16,六,CARDINAL
16,桃園市,GPE
16,台中市,GPE
16,台北市,GPE
16,上月,DATE
16,去年,DATE
16,華安富,PERSON
16,台北市,GPE
16,個月,DATE
16,下半年,DATE
16,北市,GPE
16,行政區,LOC
16,大安區,GPE
16,士林區,GPE
16,信義區,LOC
16,中正區大同區,LOC
16,萬華區,LOC
16,大安區,LOC
16,信義區,LOC
16,行政區,LOC
16,南港區,LOC
16,內湖區,LOC
16,松山區,LOC
16,中山區文山區,LOC
16,北投區,LOC
16,高雄市,GPE
16,年月,DATE
16,高雄市,GPE
16,上月,DATE
16,去年,DATE
16,行政區,LOC
16,行政區,LOC
16,左營區楠梓區苓雅區,GPE
16,鳥松區,LOC
16,行政區,LOC
16,楠梓區,GPE
16,年月,DATE
16,四成,CARDINAL
16,清華安富,PERSON
16,台,GPE
16,六,CARDINAL
16,台北市,GPE
16,高雄市,GPE
16,北市台南市,GPE
16,桃園市,GPE
16,台中市,GPE
16,新竹縣市,GPE
17,台積電,ORG
18,千,CARDINAL
18,柯文哲,PERSON
18,台灣,GPE
18,中,GPE
18,美,GPE
18,聯合報,ORG
18,陳秋雲,PERSON
18,台中,GPE
18,民眾黨,ORG
18,柯文哲,PERSON
18,下午,TIME
18,台灣,GPE
18,柯文哲,PERSON
18,分鐘,TIME
18,台灣,GPE
18,中,GPE
18,美,GPE
18,台灣,GPE
18,中,GPE
18,美,GPE
18,中,GPE
18,美,GPE
18,台灣,GPE
18,柯文哲,PERSON
18,台灣,GPE
18,柯文哲,PERSON
18,巴菲特,PERSON
18,台積電,ORG
18,台灣,GPE
18,美國,GPE
18,日本,GPE
18,台灣,GPE
18,今年,DATE
18,九天,DATE
18,八夜,TIME
18,國民黨,ORG
18,民進黨,ORG
18,媽祖,GPE
18,台灣,GPE
18,柯文哲,PERSON
18,台灣,GPE
18,中,GPE
18,美,GPE
18,中,GPE
18,美,GPE
18,中,GPE
18,美,GPE
18,未來幾年,DATE
18,台灣,GPE
18,中,GPE
18,美,GPE
18,台灣,GPE
18,台灣,GPE
18,柯文哲,PERSON
18,台灣,GPE
19,中時,ORG
19,盧伯華,PERSON
19,荷蘭,GPE
19,中國,GPE
19,荷蘭,GPE
19,政府,ORG
19,五日,DATE
19,月日,DATE
19,艾司摩爾,ORG
19,中國,GPE
19,美國,GPE
19,月公布,GPE
19,北京,GPE
19,美方,GPE
19,華,GPE
19,荷蘭貿易部,ORG
19,史賴內馬赫,PERSON
19,荷方,GPE
19,荷蘭,GPE
19,荷蘭歐盟,ORG
19,美國,GPE
19,美國,GPE
19,月下旬,DATE
19,中國,GPE
19,中國,GPE
19,中芯國際,ORG
19,美國,GPE
19,美國,GPE
19,中國,GPE
19,中共外交部,ORG
19,毛寧,PERSON
19,中方,GPE
19,華,GPE
19,年前,DATE
20,台灣,GPE
20,台積電,ORG
20,台積電,ORG
20,台灣,GPE
20,美國,GPE
20,台灣,GPE
20,台積電,ORG
20,台灣,GPE
20,台積電,ORG
20,台灣,GPE
20,台積電,ORG
20,台灣,GPE
21,公視新聞網,ORG
21,新竹市,GPE
21,關新里,GPE
21,臺,GPE
21,張君豪,PERSON
21,新竹,GPE
21,財政部,ORG
21,新竹市,GPE
21,東區,LOC
21,關新里,GPE
21,四冬,DATE
21,台灣,GPE
21,新竹市,GPE
21,萬,CARDINAL
21,台,GPE
21,第名,ORDINAL
21,新竹縣,GPE
21,萬,CARDINAL
21,台北市,GPE
