system_id,word,ner
1,去年,DATE
1,全年,DATE
2,中國,GPE
2,中國,GPE
2,中央,ORG
2,東北,LOC
2,四川,GPE
2,中國,GPE
2,美,GPE
2,歐,LOC
2,台灣,GPE
2,中國,GPE
2,中國,GPE
2,經濟日報,WORK_OF_ART
3,兩,CARDINAL
3,上週,DATE
3,今年,DATE
3,幾年,DATE
4,今天,DATE
4,美股,NORP
4,瑞士,GPE
4,年下半年,DATE
4,過去年,DATE
4,四,CARDINAL
4,特斯拉,ORG
4,特斯拉,ORG
4,數倍以上,CARDINAL
5,特斯拉,ORG
5,今天,DATE
5,億美金,MONEY
5,億美金,MONEY
5,煥新版,PERSON
5,第二季,DATE
5,德州超級工廠,ORG
6,新光金,ORG
6,台新金,ORG
6,周五,DATE
6,工商時報,WORK_OF_ART
6,彭禎伶,PERSON
6,新光金控,ORG
6,洪士琪,PERSON
6,台新金控,ORG
6,新光金日,ORG
6,台新金,ORG
6,新光金,ORG
6,新光人壽,ORG
6,金控,ORG
6,第三,ORDINAL
6,國泰金控,ORG
6,富邦金控,ORG
6,新光金,ORG
6,台新金,ORG
6,兩,CARDINAL
6,台新,ORG
6,年月日前,DATE
6,新光金,ORG
6,新光金,ORG
6,吳東進,PERSON
6,新光金,ORG
6,年月,DATE
6,洪士琪,PERSON
6,台新金,ORG
6,新光金,ORG
6,台新,ORG
6,金,PERSON
6,台新金,ORG
6,去年底,DATE
6,新光金,ORG
6,台新金,ORG
6,",億元",MONEY
6,新光金,ORG
6,第四,ORDINAL
6,新光人壽,ORG
6,兆元,MONEY
6,台新金,ORG
6,台新人壽,ORG
6,",億元",MONEY
6,台新金,ORG
6,台新銀行,ORG
6,兆元,MONEY
6,新光金下,ORG
6,新光銀行,ORG
6,新光金,ORG
6,元富證券,ORG
6,台新金,ORG
6,台新證券,ORG
6,洪士琪,PERSON
6,兩,CARDINAL
6,京城銀,ORG
6,台新,ORG
6,第三,ORDINAL
7,台鋼集團,ORG
7,桂田文,PERSON
7,安芝儇,PERSON
7,粒保樂園,FAC
7,三,CARDINAL
7,台灣,GPE
8,費城半導,ORG
8,中央社,ORG
8,孫衍,PERSON
9,老謝,PERSON
11,中國,GPE
11,美國,GPE
11,中芯,ORG
11,今年,DATE
11,美,GPE
11,中國,GPE
11,美,GPE
11,幾年,DATE
11,年月日週下午,TIME
11,邱立玲,PERSON
11,邱立玲,PERSON
11,年月日週下午,TIME
11,華為,ORG
11,中芯國際,ORG
11,華為,ORG
11,美國,GPE
11,華,GPE
11,今年初,DATE
11,中國,GPE
11,中芯國際,ORG
11,今年,DATE
11,華,GPE
11,美國,GPE
11,中國,GPE
11,中芯,ORG
11,美,GPE
11,中國,GPE
11,美國,GPE
11,美國,GPE
11,雷蒙多,PERSON
11,周日,DATE
11,美國哥倫比亞廣播公司,ORG
11,中國,GPE
11,美國,GPE
11,數年,DATE
11,拜登,PERSON
11,中國,GPE
11,彭博,ORG
11,中國,GPE
11,中國,GPE
11,華為,ORG
11,年月,DATE
11,中國,GPE
11,圓代工哥中芯國際,ORG
11,美國,GPE
11,中芯國際,ORG
11,中國,GPE
11,中國,GPE
11,中芯國際,ORG
11,中國,GPE
11,中國,GPE
11,今年月初,DATE
11,英國,NORP
11,金融時報,ORG
11,亞洲時報,ORG
11,中芯國際,ORG
11,今年,DATE
11,華,GPE
11,華為,ORG
11,中芯國際,ORG
11,北京,GPE
11,美國,GPE
11,中國,NORP
11,中芯,ORG
11,中芯,ORG
11,英國,NORP
11,金融時報,ORG
11,中芯國際,ORG
11,美國,GPE
11,荷蘭,GPE
11,中芯,ORG
11,台積電,ORG
11,金融時報,ORG
11,中芯,ORG
11,台積電,ORG
11,三分之,CARDINAL
11,台積電研發,ORG
11,清華大學半導體學院,ORG
11,林本堅,PERSON
11,華為,ORG
11,中芯國際,ORG
11,中芯國際,ORG
11,美國,GPE
11,中國,GPE
11,北京,GPE
11,去年月,DATE
11,華為,ORG
11,年月,DATE
11,華為,ORG
11,華為,ORG
11,加拿大,GPE
11,月初,DATE
11,年月,DATE
11,中旬台,PERSON
11,美國,GPE
11,華為,ORG
11,去年月,DATE
11,南韓,GPE
11,中芯國際,ORG
11,中國,GPE
11,中國,GPE
11,米國,GPE
11,中國,GPE
12,地中海,LOC
12,經濟日報,ORG
12,黃淑玲,PERSON
12,西班牙,GPE
12,巴塞隆納,GPE
12,路透,ORG
12,地中海,LOC
12,歐洲,LOC
12,金融時報,ORG
12,葉門,GPE
12,紅海,LOC
12,西班牙,GPE
12,巴塞隆納阿爾赫西拉斯,GPE
12,摩洛哥,GPE
12,丹吉爾,GPE
12,巴塞隆納港,FAC
12,日,GPE
12,阿爾赫西拉斯丹吉爾,PERSON
12,阿爾赫西拉斯港,FAC
12,兩,CARDINAL
12,路克,PERSON
12,紅海,LOC
12,亞洲,LOC
12,歐洲,LOC
12,港,GPE
12,義大利希臘,GPE
12,土耳其,GPE
12,南非,GPE
12,南歐,LOC
12,阿爾赫西拉斯丹吉爾,GPE
12,南歐碼,LOC
12,駐倫敦海事諮詢公司,ORG
12,亞洲,LOC
12,歐洲,LOC
12,北美,LOC
12,阿爾赫西拉斯丹吉爾,PERSON
12,今年,DATE
12,巴塞隆納,GPE
12,今年月,DATE
12,今年,DATE
12,榮阿明,PERSON
12,八點,TIME
12,巴塞隆納港歐洲,LOC
12,第八,ORDINAL
12,阿爾赫,GPE
12,第六,ORDINAL
12,摩洛哥,GPE
12,吉爾丹港,FAC
12,第十八,ORDINAL
12,高雄,GPE
12,地中海,LOC
13,台積電,ORG
13,至元,MONEY
13,呂欣芷,PERSON
13,年月日週三上午,TIME
13,美國,GPE
13,美股,NORP
13,台股,NORP
13,今日,DATE
13,萬,CARDINAL
13,台積電,ORG
13,台股,NORP
13,中央社,ORG
13,台股,NORP
13,中央社,ORG
13,上午,TIME
13,台積電,ORG
13,美股,NORP
13,費城半導體,ORG
13,前幾天,DATE
13,千點,TIME
14,雷虎,ORG
14,美,GPE
14,雷虎科技,ORG
14,今天,DATE
14,美國,GPE
14,聖地牙哥,GPE
14,歐,LOC
14,美,NORP
14,以色列,GPE
14,歐,NORP
14,美,NORP
14,台灣,GPE
14,美軍,ORG
14,歐,NORP
14,美,NORP
14,今天,DATE
15,幾年前,DATE
15,大陸,GPE
15,三,CARDINAL
15,中國,GPE
15,美國,GPE
15,中國,GPE
15,美國,GPE
15,美國,GPE
15,中國,GPE
15,台灣,GPE
15,台灣,GPE
15,台積電,ORG
15,台積電,ORG
15,奈米奈米,ORG
15,美,GPE
15,美,GPE
15,台漲,GPE
15,大陸,GPE
15,大陸,GPE
15,中國,GPE
15,中國,GPE
16,瑞銀,ORG
16,簡威瑟,PERSON
16,瑞銀證券,ORG
16,瑞銀,ORG
16,億元,MONEY
16,美國,GPE
16,萬,CARDINAL
16,瑞銀證券,ORG
16,陳玟瑾,PERSON
16,月中,DATE
16,瑞銀,ORG
16,瑞銀證券,ORG
16,瑞銀亞洲科技研究團,ORG
16,半年,DATE
16,台,GPE
16,韓,GPE
16,十年,DATE
16,台南韓,GPE
16,今天,DATE
17,第班,ORDINAL
17,廣達,ORG
17,迎廣,ORG
17,廣強,GPE
17,迎廣,ORG
17,四月,DATE
17,緯創代工,ORG
17,緯創,ORG
17,緯創,ORG
17,緯創,ORG
17,清明節前,DATE
17,台積電,ORG
17,迎廣,ORG
17,今天,DATE
17,台北摩根士丹利,ORG
17,今天,DATE
17,明日,DATE
18,華爾街,ORG
18,馬斯克,PERSON
18,特斯拉,ORG
18,工商時報,WORK_OF_ART
18,方明,PERSON
18,美國電動車大廠,ORG
18,特斯拉,ORG
18,日,GPE
18,美,GPE
18,第季財報,ORG
18,特斯拉馬斯克,PERSON
18,華爾街,ORG
18,特斯拉,ORG
18,特斯拉,ORG
18,特斯拉,ORG
18,億美元,MONEY
18,億美元,MONEY
18,首次年,DATE
18,年前,DATE
18,億美元,MONEY
18,億美元,MONEY
18,上季,DATE
18,去年,DATE
18,個百分點,PERCENT
18,馬斯克,PERSON
18,華爾街投行,ORG
18,斯拉,PERSON
18,特斯拉,ORG
18,馬斯克,PERSON
18,今年,DATE
18,特斯拉,ORG
18,今年,DATE
18,花年,DATE
18,馬斯克,PERSON
18,特斯拉,ORG
18,去年月,DATE
18,特斯拉,ORG
18,特斯拉,ORG
18,特斯拉,ORG
18,美國,GPE
18,馬斯克,PERSON
18,特斯拉,ORG
18,特斯拉,ORG
18,華爾街,ORG
19,七奈米慘案,EVENT
19,中芯,ORG
19,華,GPE
19,華為,ORG
19,中芯,ORG
19,第三,ORDINAL
19,億人民幣,MONEY
19,億元,MONEY
19,去年,DATE
19,中國,GPE
19,整年,DATE
19,全年,DATE
19,億美元,MONEY
19,億美元,MONEY
19,中芯,ORG
19,今年,DATE
19,華為,ORG
19,華,GPE
19,中芯,ORG
19,華為,ORG
19,中芯,ORG
20,智原科技股份有限公司,ORG
20,經濟日報,WORK_OF_ART
20,第季,DATE
20,智原,ORG
20,全年,DATE
20,經濟日報,WORK_OF_ART
21,大陸,GPE
21,兩岸,GPE
21,聯合報,ORG
21,廖士鋒,PERSON
21,青島,GPE
21,大陸,GPE
21,習近,PERSON
21,馬英九,PERSON
21,北京,GPE
21,台灣,NORP
21,大陸,GPE
21,大陸民眾,NORP
21,寶島,LOC
21,兩岸,LOC
21,大陸國,GPE
21,台辦,ORG
21,日,GPE
21,兩岸,LOC
21,大陸,GPE
21,國台辦,ORG
21,朱鳳蓮,PERSON
21,上午,TIME
21,二會,EVENT
21,習近平,PERSON
21,兩岸,GPE
21,習近平,PERSON
21,兩岸,LOC
21,兩岸,GPE
21,兩岸,GPE
21,習近平在,PERSON
21,北京人民大會堂東大廳,FAC
21,馬習二會,EVENT
21,兩,CARDINAL
21,中,GPE
21,台灣,NORP
21,大陸,GPE
21,大陸民眾,NORP
21,寶島,LOC
21,大陸國台辦,ORG
21,宋濤日,PERSON
21,常州,GPE
21,行政院長,ORG
21,劉兆玄,PERSON
21,習近平,PERSON
21,兩,CARDINAL
21,中華民族,NORP
21,兩,CARDINAL
21,兩,CARDINAL
21,宋濤,PERSON
21,大陸,GPE
21,兩岸,LOC
21,大陸,GPE
21,海西,LOC
21,金馬澎,GPE
21,金馬,GPE
21,兩岸,GPE
21,兩岸,LOC
21,大陸旅遊主管部門文旅部,ORG
21,陸旅,GPE
21,月底,DATE
21,陸方,GPE
21,第二,ORDINAL
21,五月,DATE
22,中鋼中油台電,ORG
22,王玉樹,PERSON
22,第二,ORDINAL
22,經濟部,ORG
22,三,CARDINAL
22,中鋼中油台電,ORG
22,中鋼,ORG
22,翁朝棟,PERSON
22,中油,ORG
22,李順欽,PERSON
22,台電,ORG
22,經濟部,ORG
22,曾文生,PERSON
22,中鋼,ORG
22,中油,ORG
22,經濟部,ORG
22,林全能,PERSON
22,民進黨,ORG
22,方振仁,PERSON
22,台電,ORG
22,王耀庭,PERSON
22,經濟部長,ORG
22,郭智輝,PERSON
22,經濟部,ORG
22,翁李年聘,PERSON
22,中鋼,ORG
22,經濟部,ORG
22,大陸,GPE
22,翁朝棟,PERSON
22,王錫欽,PERSON
22,兩,CARDINAL
22,黃建智,PERSON
22,陳銘源,PERSON
22,李順欽,PERSON
22,三,CARDINAL
22,中油,ORG
22,曾文生,PERSON
22,台電,ORG
22,台電,ORG
22,台電,ORG
22,曾文生,PERSON
22,台電,ORG
22,台糖,ORG
22,楊明州,PERSON
22,高雄幫,PERSON
22,台水,ORG
22,李嘉榮,PERSON
22,個月,DATE
22,兩,CARDINAL
22,楊,PERSON
22,行政院,ORG
22,鄭文燦,PERSON
22,中鋼中油台電,ORG
23,華,GPE
23,輸驍龍,PERSON
23,三,CARDINAL
23,台積電,ORG
23,台積電,ORG
23,台積電,ORG
24,漢翔,ORG
24,劉莞青,PERSON
24,漢翔,ORG
24,胡開宏,PERSON
24,四,CARDINAL
24,今日,DATE
24,漢翔,ORG
24,胡開宏,PERSON
24,胡開宏,PERSON
24,漢翔,ORG
24,胡開宏,PERSON
24,億,CARDINAL
24,胡開宏,PERSON
24,漢翔,ORG
24,今年,DATE
24,漢翔,ORG
24,洛馬,PERSON
24,漢翔,ORG
24,台灣,GPE
24,台積電,ORG
24,台灣,GPE
25,幾天前,DATE
25,今天,DATE
25,前幾天,DATE
25,當天,DATE
26,日,GPE
26,日,GPE
26,日,GPE
26,今天,DATE
26,五天,DATE
26,千億,CARDINAL
26,這幾年,DATE
26,幾十,CARDINAL
26,台積電,ORG
26,三,CARDINAL
27,欣興,ORG
27,所羅門,GPE
27,易華,GPE
27,華廣達鈺,PERSON
27,晟銘,PERSON
27,吉茂楠梓,PERSON
27,大同鴻海元大,ORG
27,台灣,NORP
27,台積電,ORG
27,廣達,ORG
27,臺灣證券交易所臺灣期貨交易所,ORG
27,中央社,ORG
27,孫衍,PERSON
28,三月份,DATE
28,去年月份,DATE
29,新台幣,MONEY
29,新台幣,MONEY
29,二,CARDINAL
29,經濟部商業司,ORG
29,年月日,DATE
30,十,CARDINAL
31,台灣,GPE
31,今年,DATE
31,以色列,GPE
31,伊朗,GPE
31,財信傳媒,ORG
31,謝金河,PERSON
31,台灣,GPE
31,今年,DATE
31,謝金河,PERSON
31,伊朗,GPE
31,敍利亞,GPE
31,以色列,GPE
31,中東,LOC
31,以,GPE
31,伊,GPE
31,瑞典,GPE
31,斯德哥爾摩,GPE
31,美國,GPE
31,億中國億俄羅斯,MONEY
31,億美元,MONEY
31,謝金河,PERSON
31,台灣,GPE
31,去年,DATE
31,億美元,MONEY
31,今年,DATE
31,漢翔日,PERSON
31,亞航,ORG
31,今年,DATE
31,台灣,GPE
31,洛克希德馬丁,ORG
31,雷神,ORG
31,通用,ORG
31,德國萊因金屬,ORG
31,上禮拜,DATE
31,昨天,DATE
31,特斯拉,ORG
31,今天,DATE
31,漢翔,ORG
31,今天,DATE
32,美股,NORP
32,台股,GPE
32,五年,DATE
32,美股,NORP
32,台積電,ORG
32,美股,NORP
32,今天,DATE
32,兩萬,CARDINAL
32,美股,NORP
34,臺企銀,ORG
34,京城銀,ORG
34,長榮航,PERSON
34,東元,ORG
34,鴻準,ORG
34,遠東銀,ORG
34,遠傳,ORG
34,台灣,GPE
34,聯強,ORG
34,三陽,ORG
34,中華電,ORG
34,寶成,ORG
34,鴻海,PERSON
34,裕民,ORG
34,中工,ORG
34,大亞,ORG
34,廣達,ORG
34,健鼎,ORG
34,遠百,ORG
34,中環,GPE
34,啟碁,ORG
34,台光,ORG
34,宏全,ORG
34,榮成,PERSON
34,美利達,ORG
34,新唐,PERSON
34,崇越,ORG
34,慧洋,ORG
34,美,GPE
34,碩天,ORG
34,炎洲,ORG
34,百和,ORG
34,欣陸,ORG
34,中華,GPE
34,東陽,PERSON
34,達麗,PERSON
34,集盛,ORG
34,復華,ORG
34,台灣,GPE
34,富邦,ORG
34,國泰,ORG
34,台灣,GPE
34,喬山,ORG
34,中信,ORG
34,中國,GPE
34,台肥,ORG
34,潤隆,PERSON
34,宏碁,ORG
34,大成,ORG
34,智原,ORG
34,華新,ORG
34,漢翔,ORG
34,神基,ORG
34,定穎投控,ORG
34,永豐金,PERSON
34,聯鈞,ORG
34,京元電子,ORG
34,亞泥,ORG
34,長虹,ORG
34,義隆,PERSON
34,榮運,ORG
34,臻鼎,PERSON
34,遠東,GPE
34,台積電,ORG
34,春源,ORG
34,正新,ORG
34,億,CARDINAL
34,華擎,ORG
34,技嘉,ORG
34,建準,ORG
34,大成鋼,ORG
34,昆盈,ORG
34,台虹,ORG
34,南亞,LOC
35,賴清德,PERSON
35,台灣,GPE
35,陳梅英,PERSON
35,台北,GPE
35,賴清德,PERSON
35,台灣,GPE
35,台灣顯示器產業聯合總會,ORG
35,友達,ORG
35,柯富仁,PERSON
35,台灣,GPE
35,柯富仁,PERSON
35,鋒轉,PERSON
35,今年,DATE
35,賴清德,PERSON
35,今天,DATE
35,賴清德,PERSON
35,台灣,LOC
35,兆元台幣,MONEY
35,今天,DATE
35,國發會,ORG
35,劉鏡清,PERSON
35,蘋果,ORG
35,友達群,PERSON
35,富采錼創惠特,PERSON
35,政府,ORG
36,德翔,ORG
36,張佩芬,PERSON
36,台北,GPE
36,三年,DATE
36,萬海航運,ORG
36,德翔海運,ORG
36,兩,CARDINAL
36,紅海,LOC
36,萬海,ORG
36,德翔,ORG
36,萬海交船,PRODUCT
36,這四年,DATE
36,今年,DATE
36,這三年,DATE
36,德翔海運,ORG
36,德翔,PERSON
36,年月,DATE
36,近百萬美元,MONEY
36,馬尼拉,GPE
36,大陸博亞國際海運公司,ORG
36,萬美元,MONEY
36,新台幣萬元,MONEY
36,兩個月,DATE
36,萬海,ORG
36,馬士基長榮,ORG
36,德翔,ORG
36,兩,CARDINAL
36,日本,GPE
36,萬海,ORG
36,萬海,ORG
